@relation sms_test

@attribute class {3,2,1}
@attribute text String

@data
1,'янЁ »ёѕ— «‘ —я »ќѕг… —дбн'
1,'янЁ «Џ—Ё «ѕн‘ ’—Ё  «Ћд«Ѕ «б ћж«б «бѕжбн'
1,'янЁ «—д Џбм Ќѕ« бг« «яжд г‘џб… «б ћж«б'
1,'‘ж б«“г «”жн Џ‘«д «ЁЏб ќѕг… «б ћж«б'
1,'янЁ ггяд «»Џ  —”«∆б «Ћд«Ѕ «б ћж«б'
1,'‘ж » Ё—ё «бгя«бг… «бѕжбн… Џд гя«бг… «б ћж«б'
1,'янЁ »ёѕ— «”гЏ «бгя«бг«  «б’ж н… »жё  «б ћж«б'
1,'янЁ »∆ѕ— « ’б Џбм «бд«” »—« «б»бѕ бг« «яжд гЁЏб «б ћж«б'
1,'еб —«Ќ н‘ џб ћж«бн »—« «б»бѕ бг« «ЁЏб «б ћж«б'
1,'еб » ‘ џб ќѕг… «б ћж«б Џбм «бя—  ж «бЁ« ж—…'
1,'янЁ »ёѕ— «ЁЏб ќѕг…  ж√г ћж«бн'
1,'янЁ »ёѕ— «‘ —я »ќѕг… «б«ќ»«—'
1,'‘ж Ён Џдѕяг ќѕг«   —Ёнен… ж г”бн… ж янЁ »ёѕ— «‘ —я Ёне«'
1,'«н‘ ен ќѕг… «—ћЏбн ж янЁ ггяд «ЁЏбе« ж «” Ёнѕ где«'
1,'«н‘ нЏдн «б—”«∆б «б’ж н…'
1,'янЁ «“»Ў «б«Џѕ«ѕ«  Џбм ће«“н ж «ќ– «бќѕг« '
1,'янЁ »‘ —я »ќѕг… «б—”«∆б г Џѕѕ… «бж”«∆Ў'
1,'бж ж«Ќѕ —д Џбн ж г« яд  гжћжѕ янЁ »ёѕ— «ЁЏб »дў«г «бгя«бг«  «бЁ«∆ …'
1,'«н‘ ен ќѕг… —дбн'
1,'янЁ »ёѕ— «—д Џбм Ќѕ« бг« «яжд г” Џгб «б ћж«б'
1,'«д« ћ«н гд «б«—ѕд ж гЏн ‘—нЌ… “нд янЁ »ёѕ— «‘џб «б ћж«б »‘—я… ћж«б'
1,'»ёѕ— «»Џ  —”«∆б бг« «яжд гЁЏб «б ћж«б'
1,'‘ж «бЁ—ё »нд гя«бг… «б ћж«б ж «бгя«бг… «бѕжбн…'
1,'янЁ »ёѕ— «”гЏ «б»—нѕ «б’ж н бг« «яжд г‘џб «б ћж«б'
1,'янЁ »ёѕ—ж «бд«” н ’бж Џбн бг« «яжд г‘џб «б ћж«б ж яг »ябЁ'
1,'ќѕг… «б ћж«б » ‘ џб Џбм «бя—  ж «бЁ« ж—… дЁ” «б«‘н'
1,'‘ж »” Ёнѕ гд ќѕг… «б«ќ»«— «бЏ«ћб…'
1,'янЁ »ѕн «‘ —я »«бќѕг«  «б —Ёнен…'
1,'ќѕг… «—ћЏбн ‘ж Ё«нѕ е«'
1,'«б—”«∆б «б’ж н… янЁ «бџне«'
1,'«не »ѕн  »Џ жбн «Џѕ«ѕ«  «бќѕг« '
1,'‘ж ен ќѕг… «б—”«∆б г Џѕѕ… «бж”«∆Ў'
1,'янЁ »ёѕ— «‘ —я »ќѕг… «бгя«бг«  «бЁ«∆ …'
1,'‘ж Ё«∆ѕ… ќѕг… —дбн'
1,'янЁ «—д Џбм Ќѕ« ж «д »гдЎё…  ћж«б'
1,'янЁ »ѕн «ЁЏб ќѕг… «б ћж«б »ће«“н'
1,'янЁ Ён «гя«дн… «»Џ  —”«∆б «Ћд«Ѕ «б ћж«б'
1,'‘ж » Ё—ё «бгя«бг… «бѕжбн… Џд гя«бг… «б ћж«б'
1,'бг« √яжд гЁЏб «б ћж«б Ён »—нѕ ’ж н'
1,'янЁ ггяд «бд«” н ’бж Џбн бг« √яжд гЁЏб «б ћж«б'
1,'ћж«бн »‘ џб »—« «б»бѕ бг« √яжд гЁЏб «б ћж«б'
1,'Џбм √н дў«г »ёѕ— «ЁЏб «б ћж«б «бѕжбн'
1,'ггяд  Ќянбн Џд ќѕг…  ж√г ћж«бн'
1,'”гЏ  Џд ќѕг… «б«ќ»«— «бЏ«ћб… «н‘ е«н'
1,'”гЏ  Џдѕяг ќѕг«   —Ёнен… янЁ »ёѕ— «‘ —я Ёне«'
1,'янЁ »ёѕ— «” ќѕг ќѕг… «—ћЏбн'
1,'Ён «‘н «”гж ќѕг… «б—”«∆б «б’ж н… ‘ж е«ѕ'
1,'‘ж е«н ќѕг… «б—”«∆б г Џѕѕ… «бж”«∆Ў гд жнд »ћн»е«'
1,'янЁ »ёѕ— «ћ—н гя«бг«  ж «д« Ён «б ћж«б'
1,'«д« ћ«н гд »—« г‘ гд Ёб”Ўнд янЁ »ёѕ— «ЁЏб ќѕг… «б ћж«б ж «д« ћж« Ёб”Ўнд'
1,'янЁ »—”б —”«б… «Ћд«Ѕ «б ћж«б ж яг » ябЁ'
1,'‘ж «бЁ—ё »нд гя«бг… «б ћж«б ж «бгя«бг… «бѕжбн…'
1,'янЁ »ёѕ— «”гЏ «б»—нѕ «б’ж н  »Џн «Ћд«Ѕ «б ћж«б'
1,'ж «д« »«б ћж«б янЁ »ёѕ— « ’б Џ«бд«” «ж ег… н ’бж Џбн'
1,'бг« »ЁЏб ќѕг… «б ћж«б «бѕжбн »б“гдн ћж«б  «дн'
1,'бж «д« г‘ —я Ё« ж—… «ж ѕЁЏ г”»ё »ёѕ— «‘џб ќѕг… «б ћж«б Џ«бће нд жб« яб ће… бЌ«б'
1,'янЁ »∆ѕ— «ЁЏб ќѕг…  ж√г ћж«бн'
1,'ж «д« »«б ћж«б янЁ ггяд «»Џ  —”«∆б'
1,'Ён ќѕг…  ћж«б бЁ ж—… ж я— '
1,'янЁ »∆ѕ— «”гЏ «б»—нѕ «б’ж н ж «д« »—«'
1,'янЁ «—д ж «” ё»б гя«бг«  ж «д« »—« «б»бѕ'
1,'янЁ ггяд «—д ќб«б ќѕг… «б ћж«б'
1,'янЁ «ЁЏб ќѕг… «б ћж«б ж «д« »Ёб”Ўнд'
1,'‘ж «бЁ—ё »нд гя«бг…  ћж«б ж «бгя«бг… «бѕжбн…'
1,'янЁ »∆ѕ— «ЁЏб ќѕг… «б«ќ»«— «бЏ«ћб…'
1,'‘ж ен ќѕг… «б—”«∆б «б’ж н…'
1,'‘ж «б«Џѕ«ѕ«  «бќ«’… »«бќѕг« '
1,'‘ж Ён ќѕг«   —Ёнен…'
1,'‘ж ен ќѕг… «бгя«бг«  «бЁ«∆ …'
1,'‘ж ен ќѕг… «—ћЏбн'
1,'‘ж ен ќѕг… «б—”«∆б г Џѕѕ… «бж”«∆Ў'
1,'‘ж ен ќѕг… —дбн'
1,'џб»я »” ‘ж нЏдн ќѕг…  ж√г ћж«бн'
1,'»ѕн «” Ё”— Џд ќѕг… «б«ќ»«— «бЏ«ћб…'
1,'янЁ »ёѕ— «‘ —я Ён «бќѕг«  «б —Ёнен… ж яг » ябЁ'
1,'»«бд”»… бќѕг… «—ћЏбн янЁ «б«” ќѕ«г янЁ «бЎ—нё…'
1,'‘ж нЏдн «б—”«∆б «б’ж н…'
1,'«Џѕ«ѕ«  «бќѕг«  янЁ »ёѕ— «ж’бе«'
1,'янЁ »ЁЏб «б—”«∆б «бг Џѕѕ… «бж”«∆Ў'
1,'янЁ »ёѕ— «‘ —я Ён ќѕг… «бгя«бг«  «бЁ«∆ …'
1,'ќѕг… —дбн янЁ »ёѕ— «‘ —я Ёне«'
1,'янЁ »ёѕ— «” ќѕг ќѕг… «б ћж«б'
1,'янЁ »ёѕ— «ЁЏб «б ћж«б Џдѕн «–« ‘—нЌ н “нд'
1,'янЁ »ёѕ— «—”б —”«б… »«б ћж«б'
1,'«н‘ «бЁ—ё »нд « ’б ѕжбн ж »нд ќѕг… «б ћж«б'
1,'янЁ »” ќѕг «б»—нѕ «б’ж н «бн Ён «б ћж«б'
1,'ќѕг… «б ћж«б » “»Ў Џће«“н жб« б«“г «‘ —н ж«Ќѕ'
1,'«д« дў«г я—  »ёѕ— «” ќѕг «б ћж«б жб« »” «бЁ« ж—…'
1,'янЁ »ёѕ— «ЁЏб ќѕг…  ж√г ћж«бн'
1,'янЁ »ёѕ— «‘ —я »ќѕг… «б«ќ»«—'
1,'‘ж Ён ќѕг«   —Ёнен… ж г”бн… Џдѕяг'
1,'‘ж ен ќѕг… «—ћЏбн ‘ж Ё«нѕ е«'
1,'‘ж нЏдн «б—”«∆б «б’ж н…'
1,'янЁ «ћн» «б«Џѕ«ѕ«  «бќ«’… »«бќѕг« '
1,'‘ж нЏдн ќѕг… «б—”«∆б г Џѕѕ… «бж”«∆Ў'
1,'бж ж«Ќѕ —д Џбн ж г« яд  гжћжѕ янЁ »ёѕ— «ЁЏб дў«г «бгя«бг«  «бЁ«∆ …'
1,'‘ж ен ќѕг… —дбн'
1,'янЁ —«Ќ «—д Џбм Ќѕ бг« «яжд г‘џб «б ћж«б'
1,'‘ж б«“г «”жн Џ‘«д «ЁЏб ќѕг… «б ћж«б'
1,'»ёѕ— «»Џ  —”«∆б бг« «яжд гЁЏб «б ћж«б'
1,'янЁ »ёѕ— «гн“ »нд «б ћж«б ж «б« ’«б «бѕжбн'
1,'Ён »—нѕ ’ж н бг« «яжд гЁЏб «б ћж«б'
1,'янЁ »ёѕ— « ’б Џбм «бд«” бг« «яжд »—« «б»бѕ ж гЁЏб «б ћж«б'
1,'» ‘ џб ќѕг… «б ћж«б Џбм «бя—  ж «бЁ« ж—…'
1,'янЁ »ёѕ— «ЁЏб ќѕг…  ж√г ћж«бн'
1,'‘ж ен ќѕг… «б«ќ»«— «бЏ«ћб… ж янЁ ггяд  ж’бдн «б«ќ»«— «жб »«жб'
1,'‘ж Ён Џдѕяг ќѕг«   —Ёнен… ж г”бн…'
1,'‘ж ен… ќѕг… «—ћЏбн ж ‘ж »” Ёнѕ где«'
1,'‘ж ен… ќѕг… «б—”«∆б «б’ж н…'
1,'янЁ »ёѕ— «Ќ’б Џбм «Џѕ«ѕ«  «бќѕг« '
1,'‘ж Ён Џдѕяг ќѕг… »ёѕ— гд ќб«бе« «»Џ  ’ж—… Џд Ў—нё —”«б…'
1,'бж ж«Ќѕ —д Џбн ж г« яд  гжћжѕ янЁ »ёѕ— «ЁЏб дў«г «бгя«бг«  «бЁ«∆ …'
1,'янЁ »ёѕ— «—д Џбм Ќѕ« бг« « яжд г‘џб «б ћж«б «бѕжбн'
1,'«д« ћ«н гд «б«—ѕд ж гЏн ‘—нЌ… “нд° »ёѕ— «ЁЏб ќѕг… «б ћж«б ж «Ќян Џд Ў—нё ‘»я… ћж«б'
1,'‘ж » Ё—ё «бгя«бг… «бѕжбн… Џд гя«бг… «б ћж«б'
1,'янЁ »ёѕ— «”гЏ »—нѕн «б’ж н «Ћд«Ѕ «б ћж«б'
1,'янЁ »ёѕ— «—”б ж «” ё»б гя«бг«  ж «д« гЁЏб ќѕг… «б ћж«б'
1,'ќѕг… «б ћж«б » ‘ џб Џбм «бЁ« ж—… ж «бя—  дЁ” «б«‘н'
1,'‘ж ен ќѕг…  ж√г ћж«бн'
1,'‘ж Ён ќѕг«   —Ёнен… г”бн… Џдѕяг'
1,'янЁ ггяд «ЁЏб «ж «” ќѕг ќѕг… «—ћЏбн'
1,'янЁ »√ѕ— «” ќѕг ќѕг… «б—”«∆б «б’ж н…'
1,'янЁ «ћн» «б«Џѕ«ѕ«  «бќ«’… »«бќѕг« '
1,'‘ж нЏдн ќѕг… «б—”«∆б «бг Џѕѕ… «бж”«∆Ў'
1,'‘ж ен ќѕг… «бгя«бг«  «бЁ«∆ …'
1,'янЁ ггяд «‘ —я »ќѕг… —дбн'
1,'‘ж ен ќЎж«  «б« ’«б «Ћд«Ѕ «б ћж«б'
1,'‘ж б«“г «”жн Џ‘«д «ЁЏб ќѕг… «б ћж«б'
1,'янЁ »√ѕ— «»Џ  —”«∆б «Ћд«Ѕ «б ћж«б'
1,'‘ж » Ё—∆ «бгя«бг… «бѕжбн… Џд гя«бг… «б ћж«б'
1,'янЁ »√ѕ— «”гЏ «бгя«бг«  «б’ж н… «Ћд«Ѕ «б ћж«б'
1,'янЁ ггяд «бд«” н ’бж Џбн бг« «яжд гЁЏб «б ћж«б'
1,'еб —Ќ н‘ џб ћж«бн »—« «б»бѕ бг« «ЁЏб «б ћж«б'
1,'Џбм «н дў«г »√ѕ— «ЁЏб «б ћж«б «бѕжбн'
1,'‘ж ен… ќѕг…  ж√г ћж«бн'
1,'янЁ »∆ѕ— «‘ —я »ќѕг… «б«ќ»«—'
1,'‘ж Ён ќѕг«   —Ёнен… Џдѕяг ж √ѕн‘ » ябЁ'
1,'‘ж ен ќѕг… «—ћЏбн ‘ж Ё«нѕ е« ж янЁ »∆ѕ— «” ќѕге«'
1,'‘ж нЏдн —”«∆б «б’ж н…'
1,'янЁ «“»Ў «б«Џѕ«ѕ«  Џбм ће«“н ж «ќѕ яб «бќѕг« '
1,'янЁ »‘ —я »ќѕг… «б—”«∆б г Џѕѕ… «бж”«∆Ў'
1,'‘ж ен… ќѕг… «бгя«бг«  «бЁ«∆ …'
1,'‘ж ен ќЎж«  «б« ’«б «Ћд«Ѕ «б ћж«б'
1,'‘ж б«“г «”жн Џ‘«д «ЁЏб ќѕг… «б ћж«б'
1,'янЁ »∆ѕ— «»Џ  —”«∆б «Ћд«Ѕ «б ћж«б'
1,'янЁ »∆ѕ— «гн“ »нд «б ћж«б ж «б« ’«б «бѕжбн'
1,'янЁ »∆ѕ— «”гЏ «бгя«бг«  «б’ж н… «Ћд«Ѕ «б ћж«б'
1,'янЁ ггяд «бд«” » ’бж Џбн бг« √яжд гЁЏб… «б ћж«б'
1,'еб —«Ќ н‘ џб ћж«бн »—« «б»бѕ бг« «ЁЏб «б ћж«б'
1,'Џбм √н дў«г »∆ѕ— «ЁЏб «б ћж«б «бѕжбн'
2,'«ѕн‘ »ябЁдн  ЁЏнб «бќѕг«  «б —Ёнен…'
2,'«ѕн‘ »ябЁдн «б«‘ —«я »«б«ќ»«— «бЏ«ћб…'
2,'янЁ »Џ—Ё «б—’нѕ «бн гЏн'
2,'янЁ »Џ—Ё —’нѕн »«б ћж«б'
2,'«б—”«б… «Ћд«Ѕ «б ћж«б «ѕн‘ » ябЁ'
2,'‘ж «бЁ—ё »«б”Џ— »нд гя«бг… ѕжбн… ж гя«бг… Џбм «б ћж«б'
2,'янЁ »Ќжб —’нѕ бЌѕ«  «дн'
2,'‘ж »ябЁ «б«‘ —«я »ќѕг…  ж√г ћж«бн'
2,'янЁ »√ѕ— «Џ—Ё —’нѕн'
2,'бг« «яжд гЁЏб «б ћж«б янЁ ггяд «Џ—Ё —’нѕн'
2,'«ѕн‘ » ябЁ «б—”«б… бг« «яжд гЁЏб «б ћж«б'
2,'‘ж Ён Ў—н∆… »√ѕ— гд ќб«бе« «жЁ— —’нѕ бг« «яжд гЁЏб «б ћж«б'
2,'«ѕн‘ »ябЁдн «” ё»«б «бгя«бг«  бг« гЁЏб «б ћж«б'
2,'‘ж б«“г «Џгб Џ‘«д «Ќжб —’нѕ бЌѕ«'
2,'янЁ » Џ»« «б—’нѕ гд «бя— '
2,'‘ж «”Џ«— я—ж  «бћж«б «бн » »нЏже«'
2,'янЁ »ёѕ— «Џ—Ё яг —’нѕн »«бжё  «бЌ«бн'
2,'‘ж «бЎ—нё… «бн ггяд «Џ—Ё Ёне« яг —’нѕн'
2,'янЁ «ћ—н Џгбн… «б«” Џб«г Џд «б—’нѕ'
2,'янЁ »Џ—Ё яг ’—Ё  «Ћд«Ѕ «б ћж«б «бѕжбн'
2,'янЁ »” Џбг Џд —’нѕн бг« «” ќѕг «б ћж«б'
2,'янЁ «ЁЏб  —‘нѕ «б«” еб«я «Ћд«Ѕ «б ћж«б'
2,'янЁ «жЁ— «” еб«я «б—’нѕ бг« «яжд гЁЏб «б ћж«б'
2,'‘ж «бЎ—нё… «бн «Ќѕ г’«—нЁ ќѕг… «б ћж«б'
2,'янЁ »ёѕ— «Џ—Ё яг —’нѕн »«бжё  «бЌ«бн'
2,'янЁ »Џ—Ё яг ’—Ё  «Ћд«Ѕ «б ћж«б «бѕжбн'
2,'г« ен ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ нгяд «÷«Ё… «б—’нѕ гд ќб«б »Ў«ё«  «б Џ»∆… Џбм «бћж«б'
2,'г« ен Ё∆«  «б Џ»∆… «бќ«’… »я—  «бћж«б'
2,'‘ж «бЎ—нё… «бн ггяд «Џ—Ё Ёне« яг —’нѕн'
2,'янЁ »Џ—Ё яг ’—Ё  «Ћд«Ѕ «б ћж«б «бѕжбн'
2,'‘ж «бЎ—нё… «бн «Ќѕ г’«—нЁ ќѕг… «б ћж«б'
2,'г« ен ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ нгяд «÷«Ё… «б—’нѕ гд ќб«б »Ў«ё«  «б Џ»∆… Џбм «бћж«б'
2,'г« ен Ё∆«  «б Џ»∆… «бќ«’… »я—  «бћж«б'
2,'‘ж «бЎ—нё… «бн ггяд «Џ—Ё Ёне« яг —’нѕн'
2,'янЁ »Џ—Ё яг ’—Ё  «Ћд«Ѕ «б ћж«б «бѕжбн'
2,'‘ж «бЎ—нё… «бн «Ќѕ г’«—нЁ ќѕг… «б ћж«б'
2,'г« ен ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ нгяд «÷«Ё… «б—’нѕ гд ќб«б »Ў«ё«  «б Џ»∆… Џбм «бћж«б'
2,'г« ен Ё∆«  «б Џ»∆… «бќ«’… »я—  «бћж«б'
2,'янЁ »∆ѕ— «Џ—Ё —’нѕн'
2,'янЁ »∆ѕ— «” Џбг Џд «б—’нѕ «Ћд«Ѕ «б ћж«б'
2,'янЁ »ёѕ— «ќЁЁ г’—жЁн «Ћд«Ѕ «б ћж«б'
2,'янЁ »∆ѕ— «Ќжб —’нѕ бЌѕ'
2,'янЁ ггяд «÷нЁ —’нѕ гд ќб«б «бя— '
2,'‘ж Ён Ё∆«  «б Џ»∆… бя—  «бћж«б'
2,'янЁ »∆ѕ— «Џ—Ё «ѕн‘ гЏн —’нѕ »«бж∆  «бЌ«бн'
2,'янЁ »∆ѕ— «Џ—Ё «ѕн‘ гЏн —’нѕ «Ћд«Ѕ «б ћж«б «бѕжбн'
2,'еб Ён Ў—н∆… «жЁ— «” еб«я —’нѕ бг« √яжд г‘џб «б ћж«б'
2,'‘ж ен ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ »∆ѕ— «Џ»н я—  Џбм «бћж«б  «Џн'
2,'‘ж ен Ё∆«  «б Џ»∆… бя—  «бћж«б'
2,'‘ж ен Ё∆«  «б Џ»∆… «бќ«’… »ћж«б'
2,'Ќ«»» «” Џбг Џд —’нѕн'
2,'янЁ »Џ—Ё ёѕн‘ ’—Ё  «Ћд«Ѕ ќѕг… «б ћж«б «бѕжбн'
2,'янЁ ггяд «жЁ— «” еб«ян бб—’нѕ «Ћд«Ѕ «” ќѕ«гн ќѕг… «б ћж«б'
2,'г« ен ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ ггяд «÷нЁ —’нѕ гд ќб«б ћж«б'
2,'«џб»я «бќѕг«  «б —Ёнен… Џдѕяг яг » ябЁ «б«‘ —«я Ёне«'
2,'янЁ ггяд «Џ—Ё яг «б—’нѕ «бЌ«бн «бн гЏн'
2,'яг »ябЁдн « ’б »‘ќ’ «Ћд«Ѕ «б ћж«б'
2,'янЁ ггяд «ќЁЁ «б я«бнЁ «бн Џбн ж «д« »Џгб —жгдџ'
2,'«н‘ «бЁ—ё »«б ябЁ… »нд «бгя«бг… «бѕжбн… ж «бгя«бг… «Ћд«Ѕ «б ћж«б'
2,'»«бд”»… бќѕг… «—ћЏбн ёѕн‘ б«“г няжд гЏн —’нѕ Џ‘«д «ёѕ— «ЁЏб е«н «бќѕг…'
2,'янЁ »ѕн «Џ—Ё ёѕн‘ ÷«нб гЏн —’нѕ'
2,'ёѕн‘ »ябЁдн «” ё»«б «бгя«бг«  «Ћд«Ѕ «б ћж«б »нд «б‘»я« '
2,'ёѕн‘ »ябЁдн «ћ—«Ѕ «бгя«бг«  «Ћд«Ѕ «б—жгдџ »нд «б‘»я« '
2,'бг« «яжд Џ«гб —жгдџ »—« «б»бѕ яг » ябЁдн «б—”«б…'
2,'янЁ нёѕ— «ЁЏб  —‘нѕ «б«” еб«я ж «д« Џ«гб —жгдџ'
2,'янЁ »ѕн «Џ—Ё √ѕн‘ —’нѕн'
2,'янЁ »Џ—Ё √ѕн‘ ябЁдн «б ћж«б'
2,'ггяд  ‘—Ќбн ‘ж ен ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ »∆ѕ— «Џ»н —’нѕ гд ќб«б »Ў«ё«  «б Џ»∆…'
2,'‘ж ен √дж«Џ «б Џ»∆… »я—ж  ћж«б'
2,'янЁ «жЁ— Џбм Ќ«бн г’«—н ж «д« »«б ћж«б'
2,'‘ж ен  ябЁ… ќѕг… «б—”«∆б «б’ж н…'
2,'ёѕн‘ »ябЁдн «б«‘ —«я »ќѕг… —дбн'
2,'янЁ ггяд «Џ—Ё —’нѕн'
2,'ж «д« ‘«»я Џ‘»я«  »—… »«б ћж«б ёѕн‘ » ябЁдн «бгя«бг«  Џ‘«д «д« «ћ—не«'
2,'ёѕн‘  ябЁ… «б—”«б… «Ћд«Ѕ «б ћж«б'
2,'«н‘ «бЁ—ё «б”Џ—н »нд «бгя«бг… Ён «б—жгндћ ж «бгя«бг… «бѕжбн…'
2,'»ѕн «Џ—Ё яѕн‘ ÷б »—’нѕн'
2,'»ѕн «Џ—Ё янЁ «” Ё”— Џд —’нѕн ж «д« Ён ќѕг… «б ћж«б'
2,'»ѕн «”√б Џд «де янЁ «Џгб  —‘нѕ бб«” еб«я бќѕг… «б ћж«б'
2,'»ѕн «”√б «не ‘ж » Ё—ё »«б”Џ— гя«бг… «б ћж«б Џд «бгя«бг… «бѕжбн…'
2,'‘ж ен ќѕг…  Ќжнб «б—’нѕ'
2,'«‘ —н  я—  ћж«б ж »ѕн «Џ—Ё янЁ «Џ»н —’нѕ где'
2,'янЁ ггяд «Џ—Ё —’нѕн'
2,'янЁ ггяд «Џ—Ё —’нѕн ќб«б «б ћж«б'
2,'‘ж ”Џ— «б—”«б… «Ћд«Ѕ «б ћж«б'
2,'янЁ гд «бггяд «жЁ— —’нѕн «Ћд«Ѕ «б ћж«б'
2,'‘ж «бЁ—ё »«б”Џ— »нд «бгя«бг… «бгЌбн… ж «бгя«бг… ќб«б «б ћж«б'
2,'янЁ ггяд «Ќжб —’нѕ гд ‘ќ’ б«ќ—'
2,'янЁ ггяд «Џ»н —’нѕ'
2,'‘ж √”Џ«— «бя—ж  «бгжћжѕ… Џдѕяг'
2,'янЁ «ЁЏб  —‘нѕ «б«” еб«я «Ћд«Ѕ «б ћж«б'
2,'‘ж ен Ё∆«  «б Џ»∆… «бќ«’… »я—  «бћж«б'
2,'янЁ »ёѕ— «” Џбг Џд —’нѕн бг« «” ќѕг «б ћж«б'
2,'янЁ ггяд «Ќжб —’нѕ гд ће«“ бће«“'
2,'янЁ ггяд «÷нЁ —’нѕ гд »Ў«ё«  «б Џ»∆… Џбм «бћж«б'
2,'янЁ »∆ѕ— «Џ—Ё «ѕн‘ ÷«нб »—’нѕн'
2,'янЁ »∆ѕ— «Џ—Ё —’нѕн ж «д« »” ќѕг ќѕг… «б ћж«б'
2,'янЁ »∆ѕ— «жЁ— —’нѕн «Ћд«Ѕ ќѕг… «б ћж«б'
2,'«ѕне «бЁ—Ѕ »«б ябЁ… »нд гя«бг… «б ћж«б ж «бгя«бг… «бѕжбн…'
2,'янЁ »∆ѕ— «Ќжб —’нѕ'
2,'«д« «‘ —н  я—  ћж«б янЁ »∆ѕ— «Џ»не'
2,'»Џ—Ё Ён я—  ћж«б »Џ‘—нд »ќг”нд Ён «яЋ— гд еня'
2,'«не янЁ »ёѕ— «ЁЏб «б—”«∆б «б’ж н… ж яг » ябЁдн'
2,'янЁ »ёѕ— «ЁЌ’ —’нѕн'
2,'янЁ »ёѕ— «ЁЌ’ «б—’нѕ ж «д« »—«'
2,'янЁ »ёѕ— «жЁ— —’нѕ ж «д« »—«'
2,'янЁ »Џ»н я—  «бћж«б'
2,'«не «н‘ » яжд ёнг я—ж  «бћж«б »«бЏ«ѕ…'
2,'янЁ »ёѕ— «Џ—Ё —’нѕн »«бжё  «бЌ«бн'
2,'янЁ »ёѕ— «ќЁЁ г’«—нЁ ќѕг… «б ћж«б'
2,'‘ж ен Ё∆«  «б Џ»∆… «бќ«’… »я—  «бћж«б'
2,'«н‘ ен ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ »∆ѕ— «÷нЁ «б—’нѕ Џд Ў—нё »Ў«ё«  «б Џ»∆… »«бћж«б'
2,'янЁ »ёѕ— «Џ—Ё —’нѕн'
2,'янЁ »Џ—Ё —’нѕн бг« «” Џгб «б ћж«б'
2,'янЁ »ёѕ— «жЁ— —’нѕ бг« »” Џгб ќѕг… «б ћж«б'
2,'‘ж ен… ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ »ёѕ— «Џ»н —’нѕ'
2,'‘ж ен «бЁ∆«  «б Џ»∆… «бќ«’… »я—  ћж«б'
2,'янЁ »ёѕ— «Џ—Ё —’нѕн'
2,'янЁ »Џ—Ё яг ’—Ё  «Ћд«Ѕ «б ћж«б «бѕжбн'
2,'янЁ »ѕн «жЁ— —’нѕ бг« «ЁЏб «б ћж«б'
2,'‘ж ен Џгбн…  Ќжнб «б—’нѕ'
2,'янЁ »Џ»н —’нѕ гд ќб«б »Ў«ё«  «б Џ»∆…'
2,'‘ж ен Ё∆«  «б Џ»∆… «бќ«’… »я—  «бћж«б'
2,'янЁ »Џ—Ё яг «б—’нѕ Џдѕн'
2,'ж «д« г”«Ё— ж гЁЏб «б ћж«б янЁ »ёѕ— «” Џбг Џд «б—’нѕ'
2,'янЁ »ЁЏб  —‘нѕ «б«” еб«я «Ћд«Ѕ «б ћж«б'
2,'—’нѕн ќб’ ж »ѕн Ќѕ нЌжбн —’нѕ янЁ »ёѕ— «” Џгб е«н «бќѕг…'
2,'янЁ »Џ»н —’нѕ »«” ќѕ«г «бя— '
2,'«н‘ Ё∆«  «б Џ»∆… «бќ«’… »я—ж  «бћж«б «бг жЁ—… Џдѕяг'
2,'‘ж «ёб  ябЁ… гя«бг«  ж «д« »—« «б»бѕ'
2,'янЁ »∆ѕ— «Џ—Ё —’нѕн ќб«б ќѕг… «б ћж«б'
2,'‘ж ен ќѕг…  Ќжнб «б—’нѕ'
2,'янЁ «Џ»н я— '
2,'‘ж Ё∆«  я— «  «бћж«б'
2,'янЁ »∆ѕ— «Џ—Ё —’нѕн'
2,'янЁ »ёѕ— «ћн» яг Ён Џдѕн —’нѕ'
2,'»ќѕг… «б ћж«б янЁ »ёѕ— «Џ—Ё яг —’нѕн'
2,'»ќѕг… «б ћж«б Ён «‘н «”гж  —‘нѕ «б«” еб«я »ёѕ— «Џ—Ё ‘ж еж…'
2,'бг« «яжд гЁЏб «б ћж«б ж Ќѕ« н—д Џбн »Џ—Ё «дж «д«  ћж«б «ж »ќ’г гдж «‘н'
2,'»” «”«бя «н‘ нЏдн «Ќжб —’нѕ'
2,'«д« «‘ —н  я—  ж г‘ Џ«—Ё «Џ»н » ёѕ—  ”«Џѕдн'
2,'Ён Џдѕяг я—  Џ‘—…'
2,'‘ж «бЎ—нё… «бн ггяд «Џ—Ё Ёне« яг —’нѕн'
2,'янЁ »Џ—Ё яг ’—Ё  «Ћд«Ѕ «б ћж«б «бѕжбн'
2,'янЁ «жЁ— «” еб«я «б—’нѕ бг« «яжд гЁЏб «б ћж«б'
2,'‘ж ен… ќѕг…  Ќжнб «б—’нѕ'
